,Unnamed: 0,id_tarifa,consumo_kWh,%consumo_valle,%consumo_llano,%consumo_punta,%consumo_8h,%consumo_16h,compania,tarifa,tp_punta_euros/kwh/dia,tp_valle_euros/kwh/dia,peaje_tran_dist_pot_punta,peaje_tran_dist_pot_valle,peaje_ener_valle_tdc,peaje_ener_llano_tdc,peaje_ener_punta_tdc,termino_consumo_euros/kwh/hora,tc_valle_euros/kwh/hora,tc_llano_euros/kwh/hora,tc_punta_euros/kwh/hora,tc_8h_euros/kwh/hora,tc_16h_euros/kwh/hora,mercado,tipo,otros,alquiler_equipo_euros/dia,impuesto_actual,bono_social_euro/dia,margen_euros/kWh/dia,consumo_unico,consumo_valle,consumo_llano,consumo_punta,consumo_8h,consumo_16h,consumo_euros_unico,consumo_euros_valle,consumo_euros_llano,consumo_euros_punta,consumo_euros_8h,consumo_euros_16h,precio_final
10,10,0,174,41,43,16,15,85,Repsol,Mis 10 Horas,0.0681918,0.0681918,0.0081915,0.000527,0.002752,0.027963,0.076974,0.0,0.0,0.0,0.0,0.086415,0.17283,Libre,DH,0.0,0.026557,5.11,0.0,0.0,0.0,0.0,0.0,0.0,26.1,147.9,0.0,0.0,0.0,0.0,2.2554315000000003,25.561557000000004,27.816988500000004
11,11,0,187,13,77,10,38,62,Repsol,Mis 10 Horas,0.0681918,0.0681918,0.0081915,0.000527,0.002752,0.027963,0.076974,0.0,0.0,0.0,0.0,0.086415,0.17283,Libre,DH,0.0,0.026557,5.11,0.0,0.0,0.0,0.0,0.0,0.0,71.06,115.94,0.0,0.0,0.0,0.0,6.1406499000000005,20.037910200000002,26.178560100000002
12,12,0,216,1,36,63,76,24,Repsol,Mis 10 Horas,0.0681918,0.0681918,0.0081915,0.000527,0.002752,0.027963,0.076974,0.0,0.0,0.0,0.0,0.086415,0.17283,Libre,DH,0.0,0.026557,5.11,0.0,0.0,0.0,0.0,0.0,0.0,164.16,51.84,0.0,0.0,0.0,0.0,14.185886400000001,8.959507200000001,23.145393600000002
13,13,0,199,59,13,28,36,64,Repsol,Mis 10 Horas,0.0681918,0.0681918,0.0081915,0.000527,0.002752,0.027963,0.076974,0.0,0.0,0.0,0.0,0.086415,0.17283,Libre,DH,0.0,0.026557,5.11,0.0,0.0,0.0,0.0,0.0,0.0,71.64,127.36,0.0,0.0,0.0,0.0,6.1907706000000005,22.0116288,28.2023994
14,14,0,203,1,69,30,80,20,Repsol,Mis 10 Horas,0.0681918,0.0681918,0.0081915,0.000527,0.002752,0.027963,0.076974,0.0,0.0,0.0,0.0,0.086415,0.17283,Libre,DH,0.0,0.026557,5.11,0.0,0.0,0.0,0.0,0.0,0.0,162.4,40.6,0.0,0.0,0.0,0.0,14.033796,7.016898,21.050694
15,15,0,251,27,65,8,20,80,Repsol,Mis 10 Horas,0.0681918,0.0681918,0.0081915,0.000527,0.002752,0.027963,0.076974,0.0,0.0,0.0,0.0,0.086415,0.17283,Libre,DH,0.0,0.026557,5.11,0.0,0.0,0.0,0.0,0.0,0.0,50.2,200.8,0.0,0.0,0.0,0.0,4.338033,34.704264,39.042297000000005
16,16,0,230,4,64,32,43,57,Repsol,Mis 10 Horas,0.0681918,0.0681918,0.0081915,0.000527,0.002752,0.027963,0.076974,0.0,0.0,0.0,0.0,0.086415,0.17283,Libre,DH,0.0,0.026557,5.11,0.0,0.0,0.0,0.0,0.0,0.0,98.9,131.1,0.0,0.0,0.0,0.0,8.5464435,22.658013,31.2044565
17,17,0,249,55,35,10,18,82,Repsol,Mis 10 Horas,0.0681918,0.0681918,0.0081915,0.000527,0.002752,0.027963,0.076974,0.0,0.0,0.0,0.0,0.086415,0.17283,Libre,DH,0.0,0.026557,5.11,0.0,0.0,0.0,0.0,0.0,0.0,44.82,204.18,0.0,0.0,0.0,0.0,3.8731203,35.288429400000005,39.16154970000001
18,18,0,152,44,22,34,70,30,Repsol,Mis 10 Horas,0.0681918,0.0681918,0.0081915,0.000527,0.002752,0.027963,0.076974,0.0,0.0,0.0,0.0,0.086415,0.17283,Libre,DH,0.0,0.026557,5.11,0.0,0.0,0.0,0.0,0.0,0.0,106.4,45.6,0.0,0.0,0.0,0.0,9.194556,7.881048000000001,17.075604000000002
19,19,0,101,46,30,24,7,93,Repsol,Mis 10 Horas,0.0681918,0.0681918,0.0081915,0.000527,0.002752,0.027963,0.076974,0.0,0.0,0.0,0.0,0.086415,0.17283,Libre,DH,0.0,0.026557,5.11,0.0,0.0,0.0,0.0,0.0,0.0,7.07,93.93,0.0,0.0,0.0,0.0,0.61095405,16.233921900000002,16.844875950000002
20,20,1,187,10,9,81,76,24,Iberdrola,Plan Elige 8 Horas,0.1081918,0.042411,0.0081915,0.000527,0.002752,0.027963,0.076974,0.0,0.0,0.0,0.0,0.0967,0.241,Libre,DH,0.0,0.026557,5.11,0.0,0.0,0.0,0.0,0.0,0.0,142.12,44.88,0.0,0.0,0.0,0.0,13.743003999999999,10.81608,24.559084
21,21,1,257,66,13,21,100,0,Iberdrola,Plan Elige 8 Horas,0.1081918,0.042411,0.0081915,0.000527,0.002752,0.027963,0.076974,0.0,0.0,0.0,0.0,0.0967,0.241,Libre,DH,0.0,0.026557,5.11,0.0,0.0,0.0,0.0,0.0,0.0,257.0,0.0,0.0,0.0,0.0,0.0,24.851899999999997,0.0,24.851899999999997
22,22,1,137,0,4,96,65,35,Iberdrola,Plan Elige 8 Horas,0.1081918,0.042411,0.0081915,0.000527,0.002752,0.027963,0.076974,0.0,0.0,0.0,0.0,0.0967,0.241,Libre,DH,0.0,0.026557,5.11,0.0,0.0,0.0,0.0,0.0,0.0,89.05,47.95,0.0,0.0,0.0,0.0,8.611134999999999,11.555950000000001,20.167085
23,23,1,229,19,7,74,40,60,Iberdrola,Plan Elige 8 Horas,0.1081918,0.042411,0.0081915,0.000527,0.002752,0.027963,0.076974,0.0,0.0,0.0,0.0,0.0967,0.241,Libre,DH,0.0,0.026557,5.11,0.0,0.0,0.0,0.0,0.0,0.0,91.6,137.4,0.0,0.0,0.0,0.0,8.857719999999999,33.1134,41.97112
24,24,1,291,0,56,44,74,26,Iberdrola,Plan Elige 8 Horas,0.1081918,0.042411,0.0081915,0.000527,0.002752,0.027963,0.076974,0.0,0.0,0.0,0.0,0.0967,0.241,Libre,DH,0.0,0.026557,5.11,0.0,0.0,0.0,0.0,0.0,0.0,215.34,75.66,0.0,0.0,0.0,0.0,20.823377999999998,18.23406,39.057438
25,25,1,287,27,36,37,87,13,Iberdrola,Plan Elige 8 Horas,0.1081918,0.042411,0.0081915,0.000527,0.002752,0.027963,0.076974,0.0,0.0,0.0,0.0,0.0967,0.241,Libre,DH,0.0,0.026557,5.11,0.0,0.0,0.0,0.0,0.0,0.0,249.69,37.31,0.0,0.0,0.0,0.0,24.145023,8.99171,33.136733
26,26,1,120,48,43,9,69,31,Iberdrola,Plan Elige 8 Horas,0.1081918,0.042411,0.0081915,0.000527,0.002752,0.027963,0.076974,0.0,0.0,0.0,0.0,0.0967,0.241,Libre,DH,0.0,0.026557,5.11,0.0,0.0,0.0,0.0,0.0,0.0,82.8,37.2,0.0,0.0,0.0,0.0,8.00676,8.965200000000001,16.971960000000003
27,27,1,260,55,27,18,60,40,Iberdrola,Plan Elige 8 Horas,0.1081918,0.042411,0.0081915,0.000527,0.002752,0.027963,0.076974,0.0,0.0,0.0,0.0,0.0967,0.241,Libre,DH,0.0,0.026557,5.11,0.0,0.0,0.0,0.0,0.0,0.0,156.0,104.0,0.0,0.0,0.0,0.0,15.085199999999999,25.064,40.1492
28,28,1,157,78,5,17,25,75,Iberdrola,Plan Elige 8 Horas,0.1081918,0.042411,0.0081915,0.000527,0.002752,0.027963,0.076974,0.0,0.0,0.0,0.0,0.0967,0.241,Libre,DH,0.0,0.026557,5.11,0.0,0.0,0.0,0.0,0.0,0.0,39.25,117.75,0.0,0.0,0.0,0.0,3.7954749999999997,28.37775,32.173225
29,29,1,121,60,19,21,70,30,Iberdrola,Plan Elige 8 Horas,0.1081918,0.042411,0.0081915,0.000527,0.002752,0.027963,0.076974,0.0,0.0,0.0,0.0,0.0967,0.241,Libre,DH,0.0,0.026557,5.11,0.0,0.0,0.0,0.0,0.0,0.0,84.7,36.3,0.0,0.0,0.0,0.0,8.19049,8.748299999999999,16.938789999999997
30,30,1,188,77,1,22,82,18,Iberdrola,Plan Elige 8 Horas,0.1081918,0.042411,0.0081915,0.000527,0.002752,0.027963,0.076974,0.0,0.0,0.0,0.0,0.0967,0.241,Libre,DH,0.0,0.026557,5.11,0.0,0.0,0.0,0.0,0.0,0.0,154.16,33.84,0.0,0.0,0.0,0.0,14.907271999999999,8.15544,23.062711999999998
31,31,1,148,19,25,56,69,31,Iberdrola,Plan Elige 8 Horas,0.1081918,0.042411,0.0081915,0.000527,0.002752,0.027963,0.076974,0.0,0.0,0.0,0.0,0.0967,0.241,Libre,DH,0.0,0.026557,5.11,0.0,0.0,0.0,0.0,0.0,0.0,102.12,45.88,0.0,0.0,0.0,0.0,9.875004,11.057080000000001,20.932084000000003
32,32,1,158,28,0,72,28,72,Iberdrola,Plan Elige 8 Horas,0.1081918,0.042411,0.0081915,0.000527,0.002752,0.027963,0.076974,0.0,0.0,0.0,0.0,0.0967,0.241,Libre,DH,0.0,0.026557,5.11,0.0,0.0,0.0,0.0,0.0,0.0,44.24,113.76,0.0,0.0,0.0,0.0,4.278008,27.41616,31.694168
33,33,1,269,68,32,0,65,35,Iberdrola,Plan Elige 8 Horas,0.1081918,0.042411,0.0081915,0.000527,0.002752,0.027963,0.076974,0.0,0.0,0.0,0.0,0.0967,0.241,Libre,DH,0.0,0.026557,5.11,0.0,0.0,0.0,0.0,0.0,0.0,174.85,94.15,0.0,0.0,0.0,0.0,16.907995,22.69015,39.598145
34,34,1,287,11,19,70,18,82,Iberdrola,Plan Elige 8 Horas,0.1081918,0.042411,0.0081915,0.000527,0.002752,0.027963,0.076974,0.0,0.0,0.0,0.0,0.0967,0.241,Libre,DH,0.0,0.026557,5.11,0.0,0.0,0.0,0.0,0.0,0.0,51.66,235.34,0.0,0.0,0.0,0.0,4.995521999999999,56.71694,61.712462
35,35,1,114,28,56,16,67,33,Iberdrola,Plan Elige 8 Horas,0.1081918,0.042411,0.0081915,0.000527,0.002752,0.027963,0.076974,0.0,0.0,0.0,0.0,0.0967,0.241,Libre,DH,0.0,0.026557,5.11,0.0,0.0,0.0,0.0,0.0,0.0,76.38,37.62,0.0,0.0,0.0,0.0,7.385945999999999,9.066419999999999,16.452365999999998
36,36,1,289,55,42,3,57,43,Iberdrola,Plan Elige 8 Horas,0.1081918,0.042411,0.0081915,0.000527,0.002752,0.027963,0.076974,0.0,0.0,0.0,0.0,0.0967,0.241,Libre,DH,0.0,0.026557,5.11,0.0,0.0,0.0,0.0,0.0,0.0,164.73,124.27,0.0,0.0,0.0,0.0,15.929390999999997,29.94907,45.878460999999994
37,37,1,289,49,22,29,69,31,Iberdrola,Plan Elige 8 Horas,0.1081918,0.042411,0.0081915,0.000527,0.002752,0.027963,0.076974,0.0,0.0,0.0,0.0,0.0967,0.241,Libre,DH,0.0,0.026557,5.11,0.0,0.0,0.0,0.0,0.0,0.0,199.41,89.59,0.0,0.0,0.0,0.0,19.282947,21.59119,40.874137000000005
38,38,1,274,43,37,20,56,44,Iberdrola,Plan Elige 8 Horas,0.1081918,0.042411,0.0081915,0.000527,0.002752,0.027963,0.076974,0.0,0.0,0.0,0.0,0.0967,0.241,Libre,DH,0.0,0.026557,5.11,0.0,0.0,0.0,0.0,0.0,0.0,153.44,120.56,0.0,0.0,0.0,0.0,14.837648,29.05496,43.892608
39,39,1,289,44,51,5,36,64,Iberdrola,Plan Elige 8 Horas,0.1081918,0.042411,0.0081915,0.000527,0.002752,0.027963,0.076974,0.0,0.0,0.0,0.0,0.0967,0.241,Libre,DH,0.0,0.026557,5.11,0.0,0.0,0.0,0.0,0.0,0.0,104.04,184.96,0.0,0.0,0.0,0.0,10.060668,44.57536,54.636028
40,40,2,150,7,84,9,60,40,Iberdrola,Plan Noche,0.1081918,0.042411,0.0081915,0.000527,0.002752,0.027963,0.076974,0.0,0.0,0.0,0.0,0.109,0.239,Libre,DH,0.0,0.026557,5.11,0.0,0.0,0.0,0.0,0.0,0.0,90.0,60.0,0.0,0.0,0.0,0.0,9.81,14.34,24.15
41,41,2,207,0,7,93,91,9,Iberdrola,Plan Noche,0.1081918,0.042411,0.0081915,0.000527,0.002752,0.027963,0.076974,0.0,0.0,0.0,0.0,0.109,0.239,Libre,DH,0.0,0.026557,5.11,0.0,0.0,0.0,0.0,0.0,0.0,188.37,18.63,0.0,0.0,0.0,0.0,20.53233,4.45257,24.984900000000003
42,42,2,154,4,85,11,29,71,Iberdrola,Plan Noche,0.1081918,0.042411,0.0081915,0.000527,0.002752,0.027963,0.076974,0.0,0.0,0.0,0.0,0.109,0.239,Libre,DH,0.0,0.026557,5.11,0.0,0.0,0.0,0.0,0.0,0.0,44.66,109.34,0.0,0.0,0.0,0.0,4.86794,26.13226,31.0002
43,43,2,163,46,33,21,70,30,Iberdrola,Plan Noche,0.1081918,0.042411,0.0081915,0.000527,0.002752,0.027963,0.076974,0.0,0.0,0.0,0.0,0.109,0.239,Libre,DH,0.0,0.026557,5.11,0.0,0.0,0.0,0.0,0.0,0.0,114.1,48.9,0.0,0.0,0.0,0.0,12.4369,11.6871,24.124
44,44,2,230,81,16,3,72,28,Iberdrola,Plan Noche,0.1081918,0.042411,0.0081915,0.000527,0.002752,0.027963,0.076974,0.0,0.0,0.0,0.0,0.109,0.239,Libre,DH,0.0,0.026557,5.11,0.0,0.0,0.0,0.0,0.0,0.0,165.6,64.4,0.0,0.0,0.0,0.0,18.0504,15.3916,33.442
45,45,2,150,25,7,68,24,76,Iberdrola,Plan Noche,0.1081918,0.042411,0.0081915,0.000527,0.002752,0.027963,0.076974,0.0,0.0,0.0,0.0,0.109,0.239,Libre,DH,0.0,0.026557,5.11,0.0,0.0,0.0,0.0,0.0,0.0,36.0,114.0,0.0,0.0,0.0,0.0,3.924,27.246,31.169999999999998
46,46,2,234,67,32,1,96,4,Iberdrola,Plan Noche,0.1081918,0.042411,0.0081915,0.000527,0.002752,0.027963,0.076974,0.0,0.0,0.0,0.0,0.109,0.239,Libre,DH,0.0,0.026557,5.11,0.0,0.0,0.0,0.0,0.0,0.0,224.64,9.36,0.0,0.0,0.0,0.0,24.48576,2.23704,26.7228
47,47,2,120,0,18,82,64,36,Iberdrola,Plan Noche,0.1081918,0.042411,0.0081915,0.000527,0.002752,0.027963,0.076974,0.0,0.0,0.0,0.0,0.109,0.239,Libre,DH,0.0,0.026557,5.11,0.0,0.0,0.0,0.0,0.0,0.0,76.8,43.2,0.0,0.0,0.0,0.0,8.3712,10.3248,18.695999999999998
48,48,2,172,13,52,35,5,95,Iberdrola,Plan Noche,0.1081918,0.042411,0.0081915,0.000527,0.002752,0.027963,0.076974,0.0,0.0,0.0,0.0,0.109,0.239,Libre,DH,0.0,0.026557,5.11,0.0,0.0,0.0,0.0,0.0,0.0,8.6,163.4,0.0,0.0,0.0,0.0,0.9374,39.0526,39.989999999999995
49,49,2,266,32,40,28,17,83,Iberdrola,Plan Noche,0.1081918,0.042411,0.0081915,0.000527,0.002752,0.027963,0.076974,0.0,0.0,0.0,0.0,0.109,0.239,Libre,DH,0.0,0.026557,5.11,0.0,0.0,0.0,0.0,0.0,0.0,45.22,220.78,0.0,0.0,0.0,0.0,4.92898,52.76642,57.6954
50,50,2,117,12,72,16,9,91,Iberdrola,Plan Noche,0.1081918,0.042411,0.0081915,0.000527,0.002752,0.027963,0.076974,0.0,0.0,0.0,0.0,0.109,0.239,Libre,DH,0.0,0.026557,5.11,0.0,0.0,0.0,0.0,0.0,0.0,10.53,106.47,0.0,0.0,0.0,0.0,1.14777,25.44633,26.5941
51,51,2,231,97,3,0,91,9,Iberdrola,Plan Noche,0.1081918,0.042411,0.0081915,0.000527,0.002752,0.027963,0.076974,0.0,0.0,0.0,0.0,0.109,0.239,Libre,DH,0.0,0.026557,5.11,0.0,0.0,0.0,0.0,0.0,0.0,210.21,20.79,0.0,0.0,0.0,0.0,22.91289,4.9688099999999995,27.881700000000002
52,52,2,188,18,69,13,10,90,Iberdrola,Plan Noche,0.1081918,0.042411,0.0081915,0.000527,0.002752,0.027963,0.076974,0.0,0.0,0.0,0.0,0.109,0.239,Libre,DH,0.0,0.026557,5.11,0.0,0.0,0.0,0.0,0.0,0.0,18.8,169.2,0.0,0.0,0.0,0.0,2.0492,40.43879999999999,42.48799999999999
53,53,2,159,12,22,66,96,4,Iberdrola,Plan Noche,0.1081918,0.042411,0.0081915,0.000527,0.002752,0.027963,0.076974,0.0,0.0,0.0,0.0,0.109,0.239,Libre,DH,0.0,0.026557,5.11,0.0,0.0,0.0,0.0,0.0,0.0,152.64,6.36,0.0,0.0,0.0,0.0,16.63776,1.52004,18.1578
54,54,2,113,0,87,13,64,36,Iberdrola,Plan Noche,0.1081918,0.042411,0.0081915,0.000527,0.002752,0.027963,0.076974,0.0,0.0,0.0,0.0,0.109,0.239,Libre,DH,0.0,0.026557,5.11,0.0,0.0,0.0,0.0,0.0,0.0,72.32,40.68,0.0,0.0,0.0,0.0,7.882879999999999,9.72252,17.6054
55,55,2,108,14,64,22,76,24,Iberdrola,Plan Noche,0.1081918,0.042411,0.0081915,0.000527,0.002752,0.027963,0.076974,0.0,0.0,0.0,0.0,0.109,0.239,Libre,DH,0.0,0.026557,5.11,0.0,0.0,0.0,0.0,0.0,0.0,82.08,25.92,0.0,0.0,0.0,0.0,8.94672,6.19488,15.1416
56,56,2,189,14,20,66,100,0,Iberdrola,Plan Noche,0.1081918,0.042411,0.0081915,0.000527,0.002752,0.027963,0.076974,0.0,0.0,0.0,0.0,0.109,0.239,Libre,DH,0.0,0.026557,5.11,0.0,0.0,0.0,0.0,0.0,0.0,189.0,0.0,0.0,0.0,0.0,0.0,20.601,0.0,20.601
57,57,2,152,18,59,23,83,17,Iberdrola,Plan Noche,0.1081918,0.042411,0.0081915,0.000527,0.002752,0.027963,0.076974,0.0,0.0,0.0,0.0,0.109,0.239,Libre,DH,0.0,0.026557,5.11,0.0,0.0,0.0,0.0,0.0,0.0,126.16,25.84,0.0,0.0,0.0,0.0,13.751439999999999,6.1757599999999995,19.9272
58,58,2,229,32,48,20,64,36,Iberdrola,Plan Noche,0.1081918,0.042411,0.0081915,0.000527,0.002752,0.027963,0.076974,0.0,0.0,0.0,0.0,0.109,0.239,Libre,DH,0.0,0.026557,5.11,0.0,0.0,0.0,0.0,0.0,0.0,146.56,82.44,0.0,0.0,0.0,0.0,15.97504,19.703159999999997,35.6782
59,59,2,183,45,8,47,51,49,Iberdrola,Plan Noche,0.1081918,0.042411,0.0081915,0.000527,0.002752,0.027963,0.076974,0.0,0.0,0.0,0.0,0.109,0.239,Libre,DH,0.0,0.026557,5.11,0.0,0.0,0.0,0.0,0.0,0.0,93.33,89.67,0.0,0.0,0.0,0.0,10.17297,21.43113,31.6041
60,60,3,191,2,84,14,66,34,Iberdrola,Plan Familias,0.1081918,0.042411,0.0081915,0.000527,0.002752,0.027963,0.076974,0.0,0.0,0.0,0.0,0.103,0.189,Libre,DH,0.0,0.026557,5.11,0.0,0.0,0.0,0.0,0.0,0.0,126.06,64.94,0.0,0.0,0.0,0.0,12.98418,12.27366,25.25784
61,61,3,210,25,71,4,81,19,Iberdrola,Plan Familias,0.1081918,0.042411,0.0081915,0.000527,0.002752,0.027963,0.076974,0.0,0.0,0.0,0.0,0.103,0.189,Libre,DH,0.0,0.026557,5.11,0.0,0.0,0.0,0.0,0.0,0.0,170.1,39.9,0.0,0.0,0.0,0.0,17.5203,7.5411,25.0614
62,62,3,287,69,27,4,77,23,Iberdrola,Plan Familias,0.1081918,0.042411,0.0081915,0.000527,0.002752,0.027963,0.076974,0.0,0.0,0.0,0.0,0.103,0.189,Libre,DH,0.0,0.026557,5.11,0.0,0.0,0.0,0.0,0.0,0.0,220.99,66.01,0.0,0.0,0.0,0.0,22.761969999999998,12.475890000000001,35.23786
63,63,3,298,24,11,65,30,70,Iberdrola,Plan Familias,0.1081918,0.042411,0.0081915,0.000527,0.002752,0.027963,0.076974,0.0,0.0,0.0,0.0,0.103,0.189,Libre,DH,0.0,0.026557,5.11,0.0,0.0,0.0,0.0,0.0,0.0,89.4,208.6,0.0,0.0,0.0,0.0,9.2082,39.425399999999996,48.633599999999994
64,64,3,271,47,36,17,90,10,Iberdrola,Plan Familias,0.1081918,0.042411,0.0081915,0.000527,0.002752,0.027963,0.076974,0.0,0.0,0.0,0.0,0.103,0.189,Libre,DH,0.0,0.026557,5.11,0.0,0.0,0.0,0.0,0.0,0.0,243.9,27.1,0.0,0.0,0.0,0.0,25.1217,5.1219,30.2436
65,65,3,107,42,47,11,16,84,Iberdrola,Plan Familias,0.1081918,0.042411,0.0081915,0.000527,0.002752,0.027963,0.076974,0.0,0.0,0.0,0.0,0.103,0.189,Libre,DH,0.0,0.026557,5.11,0.0,0.0,0.0,0.0,0.0,0.0,17.12,89.88,0.0,0.0,0.0,0.0,1.76336,16.98732,18.75068
66,66,3,274,45,42,13,54,46,Iberdrola,Plan Familias,0.1081918,0.042411,0.0081915,0.000527,0.002752,0.027963,0.076974,0.0,0.0,0.0,0.0,0.103,0.189,Libre,DH,0.0,0.026557,5.11,0.0,0.0,0.0,0.0,0.0,0.0,147.96,126.04,0.0,0.0,0.0,0.0,15.23988,23.82156,39.061440000000005
67,67,3,134,20,22,58,92,8,Iberdrola,Plan Familias,0.1081918,0.042411,0.0081915,0.000527,0.002752,0.027963,0.076974,0.0,0.0,0.0,0.0,0.103,0.189,Libre,DH,0.0,0.026557,5.11,0.0,0.0,0.0,0.0,0.0,0.0,123.28,10.72,0.0,0.0,0.0,0.0,12.69784,2.0260800000000003,14.72392
68,68,3,180,14,24,62,35,65,Iberdrola,Plan Familias,0.1081918,0.042411,0.0081915,0.000527,0.002752,0.027963,0.076974,0.0,0.0,0.0,0.0,0.103,0.189,Libre,DH,0.0,0.026557,5.11,0.0,0.0,0.0,0.0,0.0,0.0,63.0,117.0,0.0,0.0,0.0,0.0,6.489,22.113,28.602
69,69,3,263,50,14,36,100,0,Iberdrola,Plan Familias,0.1081918,0.042411,0.0081915,0.000527,0.002752,0.027963,0.076974,0.0,0.0,0.0,0.0,0.103,0.189,Libre,DH,0.0,0.026557,5.11,0.0,0.0,0.0,0.0,0.0,0.0,263.0,0.0,0.0,0.0,0.0,0.0,27.089,0.0,27.089
70,70,3,149,67,20,13,25,75,Iberdrola,Plan Familias,0.1081918,0.042411,0.0081915,0.000527,0.002752,0.027963,0.076974,0.0,0.0,0.0,0.0,0.103,0.189,Libre,DH,0.0,0.026557,5.11,0.0,0.0,0.0,0.0,0.0,0.0,37.25,111.75,0.0,0.0,0.0,0.0,3.83675,21.12075,24.9575
